puzzleId	word	row	column	direction	clueContent	Edge (y/n)	Clue length	Image prompt	Image addition (if needed)	Puzzle number	Difficult word (y / n)
000017	IDEA	7	4	across	Thought	N	7			17	
000017	SALSA	8	1	across	<i>	Y	3	Image of a salsa dancer		17	
000017	T	8	7	across	Tea	N	3			17	
000017	I	9	1	across	<i>	Y	3	Image of a pie	Text under the image: P_e	17	
000017	EERIE	9	3	across	Chilling	N	8			17	y
000017	SYM	10	1	across	Symbol	Y	6			17	
000017	TYR	10	5	across	Norse god	Y	9			17	
000017	PARALYSIS	1	2	down	Immobile state	Y	14			17	y
000017	AZA	1	3	down	__lea	Y	5			17	
000017	IZA	5	3	down	W__rd	N	5			17	
000017	Y	9	3	down	Yen	N	3			17	
000017	R	1	4	down	<i>	Y	3	Image of an urn	Text under the image: U_n	17	
000017	CSS	3	4	down	Web style	N	9			17	
000017	LEM	7	4	down	Low emission	N	12			17	
000017	TREATISE	1	5	down	Thesis	Y	6			17	y
000017	NORM	1	6	down	Status quo	Y	10			17	
000017	DART	6	6	down	Pub game	N	8			17	
000017	EA	1	7	down	<i>	Y	3	Image of a heart emoji	Text under the image: H__rt	17	
000017	EZE	4	7	down	Sne__	N	5			17	
000017	IY	8	7	down	Industrial Yard	N	15			17	
000017	RDX	1	8	down	Explosive	Y	9			17	
000017	MATER	5	8	down	Alma __	Y	7			17	y
000018	PAINTED	2	1	across	<i>	Y	3	Image of a man painting a wall		18	
000018	HI	3	1	across	Hello	Y	5			18	
000018	ORAL	3	4	across	Spoken	N	6			18	
000018	ELITE	4	1	across	VIP group	Y	9			18	
000018	S	4	7	across	Singular	N	8			18	
000018	N	5	1	across	Negative	Y	8			18	
000018	SAKE	5	3	across	Rice wine	N	9			18	y
000018	OUST	6	1	across	Kick out	Y	8			18	y
000018	TC	6	6	across	Terms & Conditions	N	18			18	
000018	TW	7	1	across	Two words	Y	9			18	
000018	IDLE	7	4	across	Doing nothing	N	13			18	
000018	YAHOO	8	1	across	__ mail	Y	7			18	y
000018	D	8	7	across	Bad grade	N	9			18	
000018	P	9	1	across	Perimeter	Y	9			18	
000018	ANOVA	9	3	across	Cas__	N	5			18	y
000018	EXA	10	1	across	<i>	Y	3	Image of a hexagon	Text under the image: H__gon	18	
000018	MAR	10	5	across	Spoil or ruin	Y	13			18	
000018	PHENOTYPE	1	2	down	Visible trait	Y	13			18	y
000018	AIL	1	3	down	<i>	Y	3	Image of the back of a hand with an arrow pointing to the nail	N__	18	
000018	UWA	5	3	down	K__it	N	5			18	
000018	X	9	3	down	Unknown value	N	13			18	
000018	I	1	4	down	Roman one	Y	9			18	
000018	ISS	3	4	down	Intl space stn	N	14			18	
000018	HAA	7	4	down	Hi-altitude area	N	16			18	
000018	NOTATION	1	5	down	Music sign	Y	10			18	
000018	TREK	1	6	down	<i>	Y	3	Image of a woman in trekking gear	Text under the image: __king	18	
000018	DOOM	6	6	down	Gloomy end	N	10			18	
000018	EA	1	7	down	Electronic Arts	Y	15			18	
000018	ETL	4	7	down	Enterprise Tool	N	15			18	
000018	VA	8	7	down	Veterans Affairs	N	16			18	
000018	DLS	1	8	down	Digital Library System	Y	22			18	
000018	CEDAR	5	8	down	<i>	Y	3	Image of a cedar wood		18	y
000019	CLUSTER	2	1	across	Group	Y	5			19	y
000019	OO	3	1	across	Open Ocean	Y	10			19	
000019	COAT	3	4	across	Formal wear	N	11			19	
000019	CHARM	4	1	across	Lucky __	Y	8			19	
000019	X	4	7	across	_-ray	N	5			19	
000019	K	5	1	across	Okay	Y	4			19	
000019	BABE	5	3	across	Sweet one	N	9			19	y
000019	ROOM	6	1	across	<i>	Y	3	Image of a broom	text under the image: B__	19	
000019	WG	6	6	across	Weight	N	6			19	
000019	OH	7	1	across	<i>	Y	3	Image of play doh clay	text under the image: Play d__	19	
000019	BLUR	7	4	across	Out of focus	N	12			19	
000019	AMPLE	8	1	across	Abundant	Y	8			19	y
000019	E	8	7	across	Environment	N	11			19	
000019	C	9	1	across	3rd letter	Y	10			19	
000019	PEACE	9	3	across	Calm and quiet	N	14			19	
000019	HYS	10	1	across	Hydraulics	Y	10			19	
000019	PYD	10	5	across	Python Development	Y	18			19	
000019	COCKROACH	1	2	down	<i>	Y	3	Image of a COCKROACH		19	
000019	LOH	1	3	down	Loss of Hearing	Y	15			19	
000019	OHM	5	3	down	Resistance unit	N	15			19	
000019	Y	9	3	down	York	N	4			19	
000019	U	1	4	down	University	Y	10			19	
000019	ABO	3	4	down	Aboriginal 	N	11			19	y
000019	PPS	7	4	down	Prepaid Service	N	15			19	
000019	SCRAMBLE	1	5	down	<i>	Y	3	Image of a scrambled eggs dish	Text under the image: __d eggs	19	
000019	TOMB	1	6	down	<i>	Y	3	Image of a TOMB		19	
000019	LEAP	6	6	down	Big hop	N	7			19	
000019	EA	1	7	down	Ar__	Y	4			19	
000019	EWU	4	7	down	East WA Univ	N	12			19	y
000019	CY	8	7	down	Calendar Year	N	13			19	
000019	RTX	1	8	down	Real-Time Exchange	Y	18			19	
000019	GREED	5	8	down	Gluttony	Y	8			19	
000020	SCATTER	2	1	across	Disperse seeds	Y	14			20	
000020	EZ	3	1	across	Enhanced Zoom	Y	13			20	y
000020	HEAT	3	4	across	Warmth	N	6			20	
000020	PEARL	4	1	across	<i>	Y	3	Image of a pearl in a oyster shell		20	
000020	W	4	7	across	Washington	N	10			20	
000020	T	5	1	across	Temperature	Y	11			20	
000020	MILD	5	3	across	Not spicy	N	9			20	
000020	EVIL	6	1	across	<i>	Y	3	Image of a devil emoji		20	
000020	AM	6	6	across	Morning hours	N	13			20	
000020	MT	7	1	across	Mountain	Y	8			20	
000020	LIMO	7	4	across	Long car	N	8			20	
000020	BAKER	8	1	across	<i>	Y	3	Image of baker holding freshly baked cookies		20	
000020	T	8	7	across	Telephone	N	9			20	
000020	E	9	1	across	Explanation	Y	11			20	
000020	BRIDE	9	3	across	Groom's partner	N	15			20	
000020	RYA	10	1	across	Nordic rug	Y	10			20	y
000020	SYL	10	5	across	__via Plath	Y	11			20	
000020	SEPTEMBER	1	2	down	Ninth month	Y	11			20	
000020	CZE	1	3	down	Czech Rep.	Y	10			20	
000020	VTA	5	3	down	Virtual Asst.	N	13			20	
000020	Y	9	3	down	Letter after X	N	14			20	
000020	A	1	4	down	Artificial	Y	10			20	
000020	AMI	3	4	down	French pal	N	10			20	
000020	KBA	7	4	down	Key Biz Area	N	12			20	y
000020	THRILLER	1	5	down	Suspense novel	Y	14			20	y
000020	TELL	1	6	down	Show and __	Y	11			20	
000020	IRIS	6	6	down	Flower	N	6			20	y
000020	EA	1	7	down	Executive Assistant	Y	19			20	
000020	DAM	4	7	down	Embankment	N	10			20	
000020	DY	8	7	down	Dynamic Yield	N	13			20	
000020	RTW	1	8	down	<i>	Y	3	Image of an artwork in a gallery	Text under the image: A__ork	20	
000020	MOTEL	5	8	down	Roadside Inn	Y	12			20	
000021	ATHEISM	2	1	across	Opposite of theism	Y	18			21	
000021	CAZ	3	1	across	Al__ar of Seville 	Y	18			21	y
000021	WTA	3	5	across	Winner Takes All 	N	17			21	
000021	CX	4	1	across	Customer Experience	Y	19			21	
000021	REIN	4	4	across	Horse gear	N	10			21	y
000021	LIME	5	1	across	<i>	Y	3	Image of a cut-up lime		21	
000021	FL	5	6	across	Florida	N	7			21	
000021	A	6	1	across	Automobile 	Y	11			21	
000021	IMPLY	6	3	across	Mean 	N	5			21	
000021	IGNORE	7	1	across	Pay no mind	Y	11			21	
000021	MOTTO	8	1	across	Maxim	Y	5			21	y
000021	Y	8	7	across	Fork shape	N	10			21	
000021	EL	9	1	across	<i>	Y	3	Image of an Elm tree	Text under the image: __m	21	
000021	EXAM	9	4	across	Test	N	4			21	
000021	DFW	10	1	across	Dallas, Fort Worth	Y	18			21	
000021	YAA	10	5	across	Yes, sure!	Y	10			21	
000021	ACCLAIMED	1	2	down	Well known	Y	10			21	
000021	TAXI	1	3	down	<i>	Y	3	Image of a taxi		21	
000021	GOLF	6	3	down	Tiger's game	N	12			21	y
000021	HZ	1	4	down	Hertz	Y	5			21	
000021	MINT	4	4	down	Green herb	N	10			21	
000021	W	9	4	down	West	N	4			21	
000021	E	1	5	down	<i>	Y	3	Image of a hose	Text under the image: Hos_	21	
000021	REMOTE	3	5	down	__ control	N	10			21	
000021	IWE	1	6	down	B__ekly	Y	7			21	
000021	PROXY	5	6	down	Stand-in	N	8			21	y
000021	STIFLE	1	7	down	Suppress	Y	8			21	
000021	AA	8	7	down	All aboard	N	10			21	
000021	MANLY	1	8	down	Masculine	Y	9			21	
000021	YMA	7	8	down	Young Media Alliance	Y	20			21	
000022	CRUSHED	2	1	across	Flattened	Y	9			22	y
000022	OY	3	1	across	<i>	Y	3	Image of a toy robot	Text under the image: T__	22	
000022	TOAD	3	4	across	Frog-like	N	9			22	
000022	METRO	4	1	across	<i>	Y	3	Image of a metro rail		22	
000022	T	4	7	across	Transportation	N	14			22	
000022	P	5	1	across	Professor 	Y	10			22	
000022	RAFT	5	3	across	River ride	N	10			22	y
000022	LIMP	6	1	across	Walk unevenly	Y	13			22	y
000022	XS	6	6	across	Very small	N	10			22	
000022	AV	7	1	across	<i>	Y	3	Image of an ATV	text under the image: _T_	22	
000022	PATH	7	4	across	Trail way	N	9			22	
000022	INDEX	8	1	across	Book end	Y	8			22	
000022	R	8	7	across	Range	N	5			22	
000022	N	9	1	across	Navigation	Y	10			22	
000022	PRIZE	9	3	across	Like the Nobel	N	14			22	
000022	TYA	10	1	across	<i>	Y	3	Image of the courtyard of a house		22	
000022	SYD	10	5	across	Sydney	Y	6			22	
000022	COMPLAINT	1	2	down	Grumble	Y	7			22	y
000022	RYE	1	3	down	Whiskey grain	Y	13			22	
000022	IVN	5	3	down	I've never	N	10			22	
000022	Y	9	3	down	Yearbook 	N	9			22	
000022	U	1	4	down	A, E, I, O, _	Y	13			22	
000022	TRM	3	4	down	Tram	N	4			22	
000022	DPA	7	4	down	Data Prot. Act	N	14			22	
000022	STRAPPER	1	5	down	Brawny type	Y	11			22	y
000022	HOOF	1	6	down	<i>	Y	3	Image of a horse's hoof		22	
000022	AXIS	6	6	down	Earth's line	N	12			22	
000022	EA	1	7	down	Oc__n	Y	5			22	
000022	TXT	4	7	down	Text	N	4			22	
000022	ZY	8	7	down	Zany	N	4			22	
000022	DDT	1	8	down	Dynamic debug tech	Y	18			22	
000022	SHRED	5	8	down	<i>	Y	3	Image of a sheet of paper half-shredded in a paper shredder		22	y
000023	GLOWING	2	1	across	Lit up	Y	6			23	
000023	EARN	3	1	across	Make $	Y	6			23	
000023	OA	3	6	across	G__l keeper	N	11			23	
000023	NRT	4	1	across	Narita airport code	Y	19			23	
000023	SIN	4	5	across	Crime	N	5			23	
000023	TV	5	1	across	Idiot box	Y	9			23	
000023	SER	5	4	across	U__ manual	N	10			23	
000023	LATTE	6	1	across	<i>	Y	3	Image of a latte with latte art on top		23	
000023	G	6	7	across	Good	N	4			23	
000023	E	7	1	across	Empire	Y	6			23	
000023	ARMOR	7	3	across	Knight outfit	N	13			23	
000023	MALE	8	1	across	<i>	Y	3	Image of a male washroom silhouette		23	
000023	VA	8	6	across	Virginia	N	8			23	
000023	ALLEGED	9	1	across	Supposed or presumed	Y	20			23	
000023	NU	10	1	across	Not updated	Y	11			23	
000023	TUNE	10	4	across	Hummed melody	Y	13			23	
000023	GENTLEMAN	1	2	down	Ladies' counterpart	Y	19			23	
000023	LARVA	1	3	down	Baby bug	Y	8			23	
000023	ALU	7	3	down	CPU math part	N	13			23	
000023	ORT	1	4	down	USB p__	Y	7			23	
000023	TALL	5	4	down	Not short	N	9			23	
000023	WN	1	5	down	<i>	Y	3	Image of a arrow pointing downward	Text on the right of the image: Do__	23	
000023	STREET	4	5	down	Sesame __	N	9			23	
000023	I	1	6	down	Independent	Y	11			23	
000023	SEEM	3	6	down	Appear to	N	9			23	
000023	GU	8	6	down	Grand Union	N	11			23	
000023	NOIR	1	7	down	Neo __	Y	6			23	
000023	OVEN	6	7	down	Baker's aid	N	11			23	
000023	GAN	1	8	down	Ele__t	Y	6			23	
000023	GRADE	5	8	down	<i>	Y	3	Image of a graded exam sheet with an arror pointing to the grade on the top right		23	
000024	BATHTUB	2	1	across	<i>	Y	3	Image of a bathtub		24	
000024	AREA	3	1	across	Length x breadth	Y	16			24	
000024	NU	3	6	across	Neutron unit	N	12			24	
000024	L	4	1	across	Liter	Y	5			24	
000024	APRIL	4	3	across	__ fools	N	8			24	
000024	LAMP	5	1	across	<i>	Y	3	Image of a lamp		24	
000024	QL	5	6	across	MyS__	N	5			24	y
000024	IE	6	1	across	Import-Export	Y	13			24	
000024	YSU	6	4	across	You see us	N	10			24	
000024	SRY	7	1	across	Apology text	Y	12			24	
000024	AEC	7	5	across	Gyn__ologist	N	12			24	y
000024	TIDAL	8	1	across	__ wave	Y	7			24	
000024	U	8	7	across	Uranium	N	7			24	
000024	IA	9	1	across	International Airlines	Y	22			24	
000024	BOUT	9	4	across	A__ us	N	6			24	
000024	CLEANSE	10	1	across	Disinfect	Y	9			24	y
000024	BALLISTIC	1	2	down	In motion	Y	9			24	y
000024	AR	1	3	down	<i>	Y	3	Image of a square	Text under the image: Squ__e	24	
000024	AERIAL	4	3	down	Sky view	N	8			24	
000024	TEAM	1	4	down	Squad	Y	5			24	
000024	YD	6	4	down	Yard	N	4			24	
000024	E	9	4	down	Error	N	5			24	
000024	HAPPY	1	5	down	<i>	Y	3	Emoji of a person smiling		24	
000024	ABA	7	5	down	__cus	N	5			24	y
000024	T	1	6	down	<i>	Y	3	Image of a t-shirt		24	
000024	R	3	6	down	Radius 	N	7			24	
000024	SALON	5	6	down	Parlor	N	6			24	
000024	UNIQUE	1	7	down	Rare	Y	4			24	
000024	US	8	7	down	United States	N	13			24	
000024	BULL	1	8	down	Rodeo star	Y	10			24	
000024	CUTE	6	8	down	Adorable	Y	8			24	
000025	ASTOUND	2	1	across	Blow away	Y	9			25	
000025	LINE	3	1	across	<i>	Y	3	Image of a line		25	
000025	OR	3	6	across	This __ that	N	12			25	
000025	LGS	4	1	across	Learning Game Software	Y	22			25	
000025	SSS	4	5	across	Sizzling sound	N	14			25	
000025	OM	5	1	across	Chant	Y	5			25	
000025	STE	5	4	across	Toa__r	N	6			25	
000025	WASTE	6	1	across	Trash	Y	5			25	
000025	V	6	7	across	Versus	N	6			25	
000025	A	7	1	across	Adult	Y	5			25	
000025	LIMBO	7	3	across	Uncertainty	N	11			25	
000025	NEAT	8	1	across	Clean look	Y	10			25	
000025	IW	8	6	across	Infinity War	N	12			25	
000025	CUPCAKE	9	1	across	<i>	Y	3	Image of a cupcake		25	
000025	EX	10	1	across	Past partner	Y	12			25	
000025	HEEL	10	4	across	<i>	Y	3	Image of one of a pair of heels with an arrow pointing to the heel		25	
000025	ALLOWANCE	1	2	down	Pocket money	Y	12			25	
000025	SIGMA	1	3	down	<i>	Y	3	Image of the greek letter sigma		25	
000025	EUX	7	3	down	End User Exp	N	12			25	
000025	TNS	1	4	down	Tactical Nav Sys	Y	16			25	
000025	SLAP	5	4	down	Face hit	N	8			25	
000025	OE	1	5	down	Optical engine	Y	14			25	
000025	STITCH	4	5	down	Sew	N	3			25	
000025	U	1	6	down	Unitary	Y	7			25	
000025	STEM	3	6	down	Plant part	N	10			25	
000025	AE	8	6	down	Atomic energy	N	13			25	
000025	NOSE	1	7	down	<i>	Y	3	Image of a nose		25	
000025	BIKE	6	7	down	Two wheeler	N	11			25	
000025	DRS	1	8	down	<i>	Y	3	Image of a doctor in scrubs and a coat		25	
000025	VOWEL	5	8	down	A, E, I, O, U	Y	13			25	
000026	ANATOMY	2	1	across	Study of the body	Y	17			26	
000026	NODE	3	1	across	Lymph __	Y	8			26	
000026	UO	3	6	across	Q__te	N	5			26	
000026	CBS	4	1	across	TV network	Y	10			26	
000026	BLU	4	5	across	__-ray disc	N	11			26	
000026	EL	5	1	across	<i>	Y	3	Image of a metal being welded	W__d	26	
000026	RAE	5	4	across	Norma __	N	8			26	
000026	SEDAN	6	1	across	Family car	Y	10			26	
000026	T	6	7	across	After S	N	7			26	
000026	T	7	1	across	Tornado	Y	7			26	
000026	ANKLE	7	3	across	Foot part	N	9			26	
000026	RISK	8	1	across	Danger	Y	6			26	
000026	ON	8	6	across	Old Navy	N	8			26	
000026	ATHEIST	9	1	across	Non-believer	Y	12			26	
000026	LS	10	1	across	Levi Strauss	Y	12			26	
000026	DISH	10	4	across	<i>	Y	3	Image of a satellite dish		26	
000026	ANCESTRAL	1	2	down	Hereditary	Y	10			26	
000026	NOBLE	1	3	down	Aristocratic	Y	12			26	
000026	ITS	7	3	down	I of TGIF	N	9			26	
000026	ADS	1	4	down	Commercials	Y	11			26	
000026	DASH	5	4	down	Morse code bit	N	14			26	
000026	TE	1	5	down	<i>	Y	3	Image of a tent	__nt	26	
000026	RANKED	4	5	down	Graded	N	6			26	
000026	O	1	6	down	Opportunity	Y	11			26	
000026	BANK	3	6	down	River edge	N	10			26	
000026	II	8	6	down	Two, in Rome	N	12			26	
000026	MULE	1	7	down	<i>	Y	3	Image of a mule		26	
000026	LOSS	6	7	down	Not a gain	N	10			26	
000026	YOU	1	8	down	Not me	Y	6			26	
000026	TENTH	5	8	down	Ninth follower	Y	14			26	
000027	PERFUME	2	1	across	<i>	Y	3	Image of a bottle of perfume		27	
000027	RUT	3	1	across	Routine	Y	7			27	
000027	SEV	3	5	across	__enth	N	6			27	
000027	OR	4	1	across	Either's partner	Y	16			27	
000027	CEDE	4	4	across	Give up	N	7			27	
000027	COMA	5	1	across	Unconscious state	Y	17			27	
000027	IR	5	6	across	Indian railway	N	14			27	
000027	E	6	1	across	Elephant	Y	8			27	
000027	ARRAY	6	3	across	Collection	N	10			27	
000027	SCREEN	7	1	across	<i>	Y	3	Image of a TV screen 		27	
000027	SLEEP	8	1	across	<i>	Y	3	Image of a sleeping emoji		27	
000027	S	8	7	across	Summary	N	7			27	
000027	EA	9	1	across	<i>	Y	3	Image of a speaker	Text under the image: Sp__ker	27	
000027	REAL	9	4	across	Genuine	N	7			27	
000027	DMZ	10	1	across	Demilitarized zone	Y	18			27	
000027	LAY	10	5	across	Install, as carpeting	Y	21			27	
000027	PROCESSED	1	2	down	Refined	Y	7			27	
000027	EURO	1	3	down	<i>	Y	3	Image of a euro bill		27	
000027	CLAM	6	3	down	Seafood option	N	14			27	
000027	RT	1	4	down	Right	Y	5			27	
000027	MARE	4	4	down	Foal's mother	N	13			27	
000027	Z	9	4	down	Zed or zee	N	10			27	
000027	F	1	5	down	Fahrenheit	Y	10			27	
000027	CAREER	3	5	down	Job	N	3			27	
000027	USE	1	6	down	Employ	Y	6			27	
000027	REPEL	5	6	down	Ward off	N	8			27	
000027	MEDIAN	1	7	down	Mean, __, mode	Y	14			27	
000027	AA	8	7	down	Ann Arbor	N	9			27	
000027	EVERY	1	8	down	Leaving none	Y	12			27	
000027	SLY	7	8	down	Fox-like	Y	8			27	
000028	TANGLED	2	1	across	Disney film	Y	11			28	
000028	HUT	3	1	across	<i>	Y	3	Image of a hut		28	
000028	UNE	3	5	across	French one	N	10			28	
000028	ER	4	1	across	Emergency Room	Y	14			28	
000028	MITT	4	4	across	Baseball glove	N	14			28	
000028	RACE	5	1	across	<i>	Y	3	Image of a race track with two athletes running, one behind the other		28	
000028	RE	5	6	across	__re	N	4			28	
000028	A	6	1	across	First letter	Y	12			28	
000028	AMBER	6	3	across	Resin	N	5			28	
000028	PAROLE	7	1	across	Early exit	Y	10			28	
000028	INDIE	8	1	across	Artsy	Y	5			28	
000028	O	8	7	across	Hoop shape	N	10			28	
000028	ST	9	1	across	<i>	Y	3	Image of a staircase	Text under the image: __airs	28	
000028	REAR	9	4	across	Back end	N	8			28	
000028	TIT	10	1	across	__ for tat	Y	10			28	
000028	DAR	10	5	across	__ling	Y	6			28	
000028	THERAPIST	1	2	down	Shrink	Y	6			28	
000028	AURA	1	3	down	Surrounding radiance	Y	20			28	
000028	ANTI	6	3	down	Against	N	7			28	
000028	NT	1	4	down	<i>	Y	3	Image of an ant	Text under the image: __t	28	
000028	CARD	4	4	down	Deck item	N	9			28	
000028	T	9	4	down	Transistor	N	10			28	
000028	G	1	5	down	Grand 	Y	6			28	
000028	MEMOIR	3	5	down	Life tale	N	9			28	
000028	LUI	1	6	down	B__sh-green	Y	11			28	
000028	BLEED	5	6	down	Lose blood	N	10			28	
000028	ENTREE	1	7	down	Main course	Y	11			28	
000028	AA	8	7	down	Amino Acid	N	10			28	
000028	DETER	1	8	down	Frighten off	Y	12			28	
000028	ORR	7	8	down	Hockey's Bobby	Y	14			28	
000029	DEPRESS	2	1	across	Make sad	Y	8			29	
000029	ICY	3	1	across	Very cold	Y	9			29	
000029	BAT	3	5	across	Baseball equipment	N	18			29	
000029	SH	4	1	across	<i>	Y	3	Image of a sheep	Text under the image: __eep	29	
000029	ABLE	4	4	across	Capable	N	7			29	
000029	COMP	5	1	across	<i>	Y	3	Image of a computer	Text under the image: __puter	29	
000029	MR	5	6	across	Mister	N	6			29	
000029	O	6	1	across	October	Y	7			29	
000029	APRON	6	3	across	Chef's wear	N	11			29	
000029	UNSEEN	7	1	across	Hidden	Y	6			29	
000029	REHAB	8	1	across	__ center	Y	9			29	
000029	I	8	7	across	Information	N	11			29	
000029	SX	9	1	across	<i>	Y	3	Image of six bowling pins	Text under the image: _i_	29	
000029	RENT	9	4	across	Lease	N	5			29	
000029	ETC	10	1	across	Et cetera	Y	9			29	
000029	LAN	10	5	across	Local network	Y	13			29	
000029	DISCOURSE	1	2	down	Talk	Y	4			29	
000029	ECHO	1	3	down	Reverb	Y	6			29	
000029	NEXT	6	3	down	Coming up	N	9			29	
000029	PY	1	4	down	<i>	Y	3	Image of a vintage floppy disk	Text under the image: Flop__ disk	29	
000029	MASH	4	4	down	Crush	N	5			29	
000029	C	9	4	down	Carbon	N	6			29	
000029	R	1	5	down	Revolution	Y	10			29	
000029	APPEAR	3	5	down	Emerge	N	6			29	
000029	EBB	1	6	down	Flow back	Y	9			29	
000029	REBEL	5	6	down	Disobedient	N	11			29	
000029	SALMON	1	7	down	<i>	Y	3	Image of a salmon-colored dress	Text under the image: __ color	29	
000029	NA	8	7	down	Not applicable	N	14			29	
000029	STERN	1	8	down	Ship's aft	Y	10			29	
000029	ITN	7	8	down	International	Y	13			29	
000030	CARDIAC	2	1	across	Heart-related	Y	13			30	
000030	RULE	3	1	across	King's edict	Y	12			30	
000030	NU	3	6	across	Numerical Unit	N	14			30	
000030	OD	4	1	across	Optical Density	Y	15			30	
000030	NEST	4	4	across	Bird's home	N	11			30	
000030	SIFT	5	1	across	<i>	Y	3	Image of a hand-held sand sifter with sieve	Text under the image: __er	30	
000030	WE	5	6	across	You and I	N	9			30	
000030	SOLACE	6	1	across	Find peace	Y	10			30	
000030	O	7	1	across	Gn_me	Y	5			30	
000030	ALARM	7	3	across	Alert	N	5			30	
000030	VAR	8	1	across	__nish	Y	6			30	
000030	TIA	8	5	across	Spanish aunt	N	12			30	
000030	ELEMENT	9	1	across	Periodic-table entry	Y	20			30	
000030	RY	10	1	across	<i>	Y	3	Image of a berry	text under the image: Ber__	30	
000030	URGE	10	4	across	Push	Y	4			30	
000030	CROSSOVER	1	2	down	Genre mix	Y	9			30	
000030	AUDIO	1	3	down	<i>	Y	3	Image of the audio symbol		30	
000030	ALY	7	3	down	An__ze	N	6			30	
000030	RL	1	4	down	<i>	Y	3	Image of a girl	Gi__	30	
000030	FLARE	4	4	down	Solar burst	N	11			30	
000030	DENTAL	1	5	down	Oral care	Y	9			30	
000030	MU	8	5	down	Memory Unit	N	11			30	
000030	I	1	6	down	Instantaneous	Y	13			30	
000030	E	3	6	down	Earth	N	5			30	
000030	CATER	5	6	down	Food prep	N	9			30	
000030	ANSWERING	1	7	down	Phone call	Y	10			30	
000030	CUTE	1	8	down	Baby-faced	Y	10			30	
000030	MATE	6	8	down	Pal	Y	3			30	
000031	PERSIST	2	1	across	Keep going	Y	10			31	
000031	RANT	3	1	across	Tirade	Y	6			31	
000031	KI	3	6	across	__wi	N	4			31	
000031	EG	4	1	across	<i>	Y	3	Image of the omega symbol	Om__a	31	
000031	USED	4	4	across	Not new	N	7			31	
000031	DEAD	5	1	across	Flat battery	Y	12			31	
000031	PY	5	6	across	Snap__	N	6			31	
000031	ARTIST	6	1	across	<i>	Y	3	Image of a person painting		31	
000031	T	7	1	across	Theory	Y	6			31	
000031	TOPIC	7	3	across	Theme	N	5			31	
000031	ORI	8	1	across	Sc__ng	Y	6			31	
000031	ICE	8	5	across	Tr__ps	N	6			31	
000031	RECITAL	9	1	across	Piano gig	Y	9			31	
000031	YY	10	1	across	Yin and yang	Y	12			31	
000031	WELL	10	4	across	<i>	Y	3	Image of a well		31	
000031	PREDATORY	1	2	down	Lion-like	Y	9			31	
000031	EAGER	1	3	down	Keen	Y	4			31	
000031	REY	7	3	down	Lana Del __	N	11			31	
000031	RN	1	4	down	<i>	Y	3	Image of a goat with an arrow pointing at the horns	Ho__s	31	
000031	ATTIC	4	4	down	Loft	N	4			31	
000031	STUDIO	1	5	down	Film Set	Y	8			31	
000031	IW	8	5	down	Isle of Wight	N	13			31	
000031	I	1	6	down	First person	Y	12			31	
000031	S	3	6	down	Science	N	7			31	
000031	SPITE	5	6	down	Ill will	N	8			31	
000031	SKEPTICAL	1	7	down	Doubtful	Y	8			31	
000031	TIDY	1	8	down	<i>	Y	3	Image of a very clean and tidy desk	Neat and __	31	
000031	CELL	6	8	down	<i>	Y	3	Image of a cell phone	__phone	31	
000032	IMPEACH	2	1	across	Charge	Y	6			32	
000032	NY	3	1	across	New York	Y	8			32	
000032	SURE	3	4	across	Trea__	N	6			32	
000032	TAL	4	1	across	<i>	Y	3	Image of a bird's talon	__on	32	
000032	NEA	4	5	across	Pi__pple	N	8			32	
000032	E	5	1	across	Empire	Y	6			32	
000032	ALTER	5	3	across	Modify	N	6			32	
000032	RAVE	6	1	across	__n	Y	3			32	
000032	PT	6	6	across	Pacific Time	N	12			32	
000032	SLANG	7	1	across	Jargon	Y	6			32	
000032	F	7	7	across	Feather	N	7			32	
000032	EG	8	1	across	<i>	Y	3	Image of a table with an arrow pointing at the legs	L__s	32	
000032	DIRE	8	4	across	__ction	N	7			32	
000032	CAREFUL	9	1	across	Cautious	Y	8			32	
000032	TEAR	10	1	across	Eye drop	Y	8			32	
000032	GT	10	6	across	Georgia Tech	Y	12			32	
000032	INTERSECT	1	2	down	Cut across	Y	10			32	
000032	MYA	1	3	down	__nmar	Y	6			32	
000032	ALGAE	5	3	down	Pond buildup	N	12			32	
000032	P	1	4	down	Parade	Y	6			32	
000032	LAVA	3	4	down	Volcano output	N	14			32	
000032	RA	8	4	down	Right Angle	N	11			32	
000032	ES	1	5	down	<i>	Y	3	Image of a jester	J__ter	32	
000032	LENDER	4	5	down	Ca__	N	4			32	
000032	AUNT	1	6	down	Mom's sis	Y	9			32	
000032	GIF	6	6	down	__ted	N	5			32	
000032	CREEP	1	7	down	<i>	Y	3	Image of a creeper plant	__er	32	
000032	RUG	7	7	down	Bug in a __	N	11			32	
000032	HEARTFELT	1	8	down	Sincere	Y	7			32	
000033	CRUMBLE	2	1	across	Cookie mess	Y	11			33	
000033	HA	3	1	across	Hyaluronic Acid	Y	15			33	
000033	HOAX	3	4	across	Deception	N	9			33	
000033	RIB	4	1	across	<i>	Y	3	Image of a rib cage 	__ cage	33	
000033	OST	4	5	across	Fr__ing	N	7			33	
000033	I	5	1	across	Island	Y	6			33	
000033	EATER	5	3	across	Picky __	N	8			33	
000033	STAR	6	1	across	<i>	Y	3	Image of a star		33	
000033	RE	6	6	across	Real Estate	N	11			33	
000033	THUMP	7	1	across	Drum sound	Y	10			33	
